v_mean_m_per_s,p_from_bar,p_to_bar,t_from_k,t_to_k,mdot_from_kg_per_s,mdot_to_kg_per_s,vdot_norm_m3_per_s,reynolds,lambda,deltat_k,qext_w
0.408230165,9.640668507,7.432523243,379.2423949,313.15,0.595521531,-0.595521531,0.000595593,48161.98989,0.018677014,69.30199954,187380.4998
0.04632936,9.264193057,7.883694113,381.744734,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,68.9890917,21265.5
0.042325063,9.597291834,7.615708333,380.1370581,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,67.97757206,19427.5
0.194238871,9.301935267,7.851175784,382.1816962,313.15,0.283353461,-0.283353461,0.000283387,22915.82388,0.020140995,69.75478886,89157
0.215173193,9.495192057,7.715528389,379.9778329,313.15,0.313892212,-0.313892212,0.00031393,25385.60361,0.019869279,67.63292968,98766
0.076185114,9.284145625,7.861930254,381.8725677,313.15,0.11113798,-0.11113798,0.000111151,8988.132207,0.024468666,69.76577405,34969.5
0.054794372,9.257026584,7.892051157,381.5571292,313.15,0.079933408,-0.079933408,7.99E-05,6464.505159,0.027248382,67.50379613,25151
0.063259385,9.31836507,7.824910138,382.2080503,313.15,0.092282073,-0.092282073,9.23E-05,7463.186515,0.025923591,67.63299881,29036.5
0.054794372,9.29428408,7.851050863,381.9035329,313.15,0.079933408,-0.079933408,7.99E-05,6464.505159,0.027248382,68.85372418,25151
0.037864347,9.324030331,7.81866865,382.2620796,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.45029542,17380
0.020934322,8.512413607,8.650298456,382.1432249,313.15,0.030538751,-0.030538751,3.05E-05,2469.779733,0.043261407,69.8000356,9609
0.042325063,9.287383414,7.858383198,381.7398798,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,69.88492293,19427.5
0.403769448,9.305018831,7.838698925,382.1770382,313.15,0.589014288,-0.589014288,0.000589085,47635.72555,0.018691695,69.76122315,185332.9998
0.050790076,9.299206358,7.845590199,381.9559209,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,69.64672683,23313
0.029399334,9.259358935,7.889299074,381.5113416,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,68.90569762,13494.5
0.04632936,9.258590987,7.890239186,381.597137,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,67.39479724,21265.5
0.050790076,9.257690754,7.891384093,381.5936239,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,68.8689208,23313
0.774133072,9.709525191,7.359608542,382.8938696,313.15,1.129296539,-1.129296539,0.001129432,91330.31415,0.018048918,67.54465679,355332.4926
0.029399334,9.290416646,7.854727869,381.8636708,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,67.62434495,13494.5
0.025395038,9.594640463,7.603307911,369.1111406,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,67.42175232,11656.5
0.037864347,9.280517555,7.865394391,381.7647915,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,68.60775056,17380
11.54192116,9.496407944,8.000618627,381.8107991,313.15,16.83722358,-16.83722358,0.016839241,1361687.445,0.017395166,68.65718017,5297822.508
0.033860051,9.269202559,7.876913679,381.8207535,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.65276502,15542
0.537569154,8.187983465,8.987968798,381.6653099,313.15,0.78419978,-0.78419978,0.000784294,63421.08545,0.018357293,68.95010165,246748.0002
1.224688317,9.242821838,7.912250702,382.4846624,313.15,1.786561416,-1.786561416,0.001786776,144485.7128,0.017791116,67.24280079,562140.5
0.04632936,9.288641601,7.856720523,381.8727946,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,68.74203811,21265.5
0.315115025,9.764605602,7.316307108,382.780229,313.15,0.459686222,-0.459686222,0.000459741,37176.49497,0.019069683,68.65503612,144639.9998
0.050790076,8.374400532,8.79252611,381.6604759,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,66.09239493,23313
0.042325063,9.294819149,7.8503662,381.850757,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,68.59473405,19427.5
0.033860051,9.187701401,7.963299974,381.5158891,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,66.98705815,15542
0.591181627,9.701882192,7.367677825,382.8684348,313.15,0.862409047,-0.862409047,0.000862512,69746.153,0.018265779,69.03169617,271356.5
0.042325063,9.243846877,7.903808299,381.7427823,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,66.82783294,19427.5
0.036826236,9.550229219,7.664617017,379.9300177,313.15,0.053721695,-0.053721695,5.37E-05,4344.668668,0.032078863,68.72256774,16903.4998
0.047967679,9.534584419,7.674504474,380.1429819,313.15,0.069974706,-0.069974706,7.00E-05,5659.108724,0.028657367,68.40712918,22017.50018
0.04632936,9.622859683,7.450736889,382.2895143,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,69.05805029,21265.5
0.291358307,9.479413636,7.732015076,379.998179,313.15,0.425030191,-0.425030191,0.000425081,34373.73582,0.019210052,68.75353293,133735.5
0.305465936,9.478356659,7.733135872,379.9982377,313.15,0.44561024,-0.44561024,0.000445664,36038.11912,0.019124063,69.11207964,140211.0002
0.413872781,9.488238965,7.722434778,380.0316001,313.15,0.603752915,-0.603752915,0.000603825,48827.69183,0.018658897,68.99322488,189970.5
0.419515397,9.57382919,7.502595069,381.9852112,313.15,0.611984299,-0.611984299,0.000612058,49493.39377,0.018641267,68.58987985,192560.5002
0.409412064,9.083452132,8.070952956,382.3730581,313.15,0.597245673,-0.597245673,0.000597317,48301.4275,0.018673178,69.0270382,187923
0.353435792,9.08346512,8.070939533,382.3729705,313.15,0.515588122,-0.515588122,0.00051565,41697.48473,0.01888303,68.80592091,162229.4998
0.050790076,9.185579877,7.96592386,381.4592471,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,68.36134157,23313
0.037864347,9.514988099,7.695012803,379.9645908,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,68.44713702,17380
0.234925615,9.578002922,7.498263664,382.0636042,313.15,0.342706821,-0.342706821,0.000342748,27715.94574,0.019657305,68.44362394,107832.4998
0.025395038,9.625111516,7.447963055,382.3837658,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.7438696,11656.5
0.029399334,9.610098864,7.463596354,382.3427535,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,68.71367078,13494.5
0.071724398,9.467540875,7.665265163,382.6790633,313.15,0.104630737,-0.104630737,0.000104643,8461.867871,0.024911507,55.96114063,32922
0.033860051,9.624214424,7.449058493,382.3303433,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.61479146,15542
0.219633909,9.620334941,7.453033557,382.5116265,313.15,0.320399454,-0.320399454,0.000320438,25911.86795,0.019818076,68.66079911,100813.5
0.083011807,9.59931481,7.475024618,382.1881357,313.15,0.121096682,-0.121096682,0.000121111,9793.528642,0.023883093,68.6707535,38102.99982
0.340510063,9.211542114,7.937430477,381.8552533,313.15,0.496732216,-0.496732216,0.000496792,40172.53904,0.018941293,68.51530992,156296.4998
0.530744638,9.705687179,7.363612414,382.7891671,313.15,0.774244255,-0.774244255,0.000774337,62615.9459,0.018370269,69.3346624,243615.4998
0.033860051,9.596169691,7.478717369,381.9341951,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.7227946,15542
0.38165105,9.504984162,7.705158937,380.0555246,313.15,0.55674822,-0.55674822,0.000556815,45026.25133,0.018769558,69.63022905,175180.5002
0.042325063,9.596807856,7.47793046,382.2188243,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,68.51047595,19427.5
0.033860051,9.595808901,7.47920448,382.0830505,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.70075701,15542
0.033860051,9.622264472,7.450765918,382.4824488,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.36588912,15542
0.050790076,9.609788112,7.464103645,382.4394509,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,69.71843477,23313
0.025395038,9.597064977,7.477645276,382.1299647,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,68.59278232,11656.5
0.581534731,9.644207204,7.627714001,381.9365377,313.15,0.848336265,-0.848336265,0.000848438,68608.036,0.018281001,66.78001769,266928.5074
0.237745834,9.239922988,7.907580109,381.8770328,313.15,0.346820925,-0.346820925,0.000346862,28048.66827,0.019629913,66.99298187,109127.0002
0.029399334,9.626283025,7.446472721,382.5343454,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,69.1395143,13494.5
0.037864347,9.623686865,7.449744245,382.2568294,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,66.848179,17380
0.194238871,9.186296876,7.964729269,381.5964527,313.15,0.283353461,-0.283353461,0.000283387,22915.82388,0.020140995,66.84823772,89157
0.04632936,9.600658046,7.473370654,382.3266623,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,66.88160012,21265.5
0.34497078,9.291370135,7.853334312,382.1242508,313.15,0.503239458,-0.503239458,0.0005033,40698.80337,0.018920693,68.83521121,158343.9998
0.025395038,9.616882007,7.613589703,381.333978,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.2230581,11656.5
0.042325063,9.616019042,7.457444883,382.4556883,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,69.2229705,19427.5
0.067720101,9.256541833,7.892549926,381.4670306,313.15,0.098789315,-0.098789315,9.88E-05,7989.450851,0.025358728,68.30924707,31084
0.033860051,9.594783207,7.480591657,381.8762627,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,66.81459075,15542
0.025395038,9.633035828,7.439369912,382.5689198,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,68.91360417,11656.5
0.486417427,9.611858735,7.461711684,382.3770028,313.15,0.709580222,-0.709580222,0.000709665,57386.33061,0.018463413,69.23376577,223268.9998
0.570247305,9.379395126,7.770763811,382.6112731,313.15,0.831870296,-0.831870296,0.00083197,67276.37327,0.018299465,69.19275348,261747.5
0.025395038,9.597342688,7.477350111,382.1127146,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.5290633,11656.5
0.444910435,8.814936877,8.348347229,381.8717649,313.15,0.649030292,-0.649030292,0.000649108,52489.43784,0.018567458,69.18034332,204217.0002
0.050790076,9.623221883,7.449964611,382.5056778,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,69.36162652,23313
0.033860051,9.595288658,7.479900891,381.9807049,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,69.0381357,15542
0.054794372,9.59567214,7.479253393,382.1554934,313.15,0.079933408,-0.079933408,7.99E-05,6464.505159,0.027248382,68.70525325,25151
0.558959879,9.530874729,7.605940401,382.9724856,313.15,0.815404327,-0.815404327,0.000815502,65944.71053,0.018318675,69.63916712,256566.4926
0.237745834,8.609708997,8.551474126,382.23672,313.15,0.346820925,-0.346820925,0.000346862,28048.66827,0.019629913,68.78419505,109127.0002
0.050790076,9.283671619,7.862929155,381.6734522,313.15,0.074091986,-0.074091986,7.41E-05,5992.088138,0.028028916,66.90552461,23313
0.668548624,9.482531079,7.728529168,379.7926044,313.15,0.975271144,-0.975271144,0.000975388,78873.72085,0.018159589,69.06882432,306868.4926
2.899475425,9.34085573,7.809980125,382.711665,313.15,4.229721841,-4.229721841,0.004230229,342072.973,0.01753526,68.9330505,1330879.492
0.04632936,9.624112201,7.449143258,382.4551942,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,69.33244876,21265.5
0.04632936,9.643776673,7.428091053,380.7681057,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,69.28945091,21265.5
0.2083465,9.42201314,7.717312715,382.6019141,313.15,0.303933509,-0.303933509,0.00030397,24580.20718,0.019951886,68.97996472,95632.50018
0.384473446,9.611205451,7.462931169,380.3966158,313.15,0.5608655,-0.5608655,0.000560933,45359.23074,0.018759124,68.78653765,176476
0.384473446,8.464859209,8.70088623,381.5863859,313.15,0.5608655,-0.5608655,0.000560933,45359.23074,0.018759124,68.72703278,176476
0.037864347,8.407911927,8.757477241,380.2797073,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.38434535,17380
0.261958973,9.582391879,7.600116687,382.5538591,313.15,0.382142776,-0.382142776,0.000382189,30905.27473,0.019419009,69.10682945,120241
0.346152679,9.642604464,7.429639246,382.6503443,313.15,0.5049636,-0.5049636,0.000505024,40838.24098,0.018915324,68.44645273,158886.5
0.474309769,9.409972626,7.730612746,382.087813,313.15,0.691917708,-0.691917708,0.000692001,55957.89893,0.018491882,69.17666225,217711.5002
0.356330077,9.418655503,7.721336201,382.1563406,313.1410679,0.519810272,-0.519810272,0.000519873,42038.94532,0.018870563,68.97425078,163557.9968
0.223638206,9.18178024,7.970173465,382.511324,313.15,0.326240876,-0.326240876,0.00032628,26384.28497,0.019773852,68.18397799,102651.5
0.754382861,9.574122129,7.501403599,380.5215759,313.15,1.100485155,-1.100485155,0.001100617,89000.23283,0.018067264,69.30568831,346267.0074
0.042325063,9.645959551,7.426079733,382.6360675,313.15,0.061743322,-0.061743322,6.18E-05,4993.406782,0.030165066,68.31703061,19427.5
0.04632936,9.582227947,7.625451611,380.2705376,313.15,0.067584744,-0.067584744,6.76E-05,5465.823802,0.029057288,68.72626272,21265.5
0.318923254,9.627832243,7.446064364,379.2572486,313.15,0.465241623,-0.465241623,0.000465297,37625.78043,0.019049127,69.41891983,146388.0035
2.224100092,9.605384598,7.622013328,381.23989,313.15,3.24449197,-3.24449197,0.003244881,262393.8537,0.017592073,69.22700282,1020877.492
0.233741538,9.603803759,7.470320058,382.2655886,313.15,0.340979503,-0.340979503,0.00034102,27576.25125,0.019669003,69.46127314,107289.0002
0.609293535,9.482652905,7.728422271,379.9469487,313.15,0.888830493,-0.888830493,0.000888937,71882.95136,0.018238501,68.96271458,279669.9926
0.037864347,9.649112565,7.422878539,382.6131364,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,68.72176493,17380
0.111227064,9.13019004,8.024385199,382.354573,313.15,0.162256779,-0.162256779,0.000162276,13122.29524,0.022225361,69.3556778,51054.00018
0.033860051,9.583100144,7.521336202,378.7050407,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.83070488,15542
0.92768741,9.391937523,7.748371968,382.6220413,313.15,1.353299865,-1.353299865,0.001353462,109446.277,0.017932927,69.00549344,425815.0074
0.408230165,9.566885326,7.510341761,381.9294943,313.15,0.595521531,-0.595521531,0.000595593,48161.98989,0.018677014,69.82248563,187380.4998
0.180131243,9.817839254,7.287251045,381.8180279,313.15,0.262773412,-0.262773412,0.000262805,21251.44058,0.020359726,69.08671996,82681.49982
0.033860051,9.301208587,7.843052019,381.9860809,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,68.52345217,15542
0.033860051,9.299368872,7.845584028,381.5283716,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,66.64260443,15542
0.370365818,9.605165024,7.469725326,381.7816655,313.15,0.540285451,-0.540285451,0.00054035,43694.84744,0.018812869,69.56166502,170000.4998
0.34497078,8.197828536,8.977862119,381.612054,313.15,0.503239458,-0.503239458,0.0005033,40698.80337,0.018920693,69.30519423,158343.9998
0.233741538,8.205604858,8.969505263,381.4812334,313.15,0.340979503,-0.340979503,0.00034102,27576.25125,0.019669003,67.6181057,107289.0002
0.054794372,8.22628007,8.947818404,381.7119055,313.15,0.079933408,-0.079933408,7.99E-05,6464.505159,0.027248382,69.45191407,25151
0.59236351,9.562630682,7.650102481,380.69998,313.15,0.864133165,-0.864133165,0.000864237,69885.58864,0.018263948,67.24661576,271898.9926
0.063259385,9.270849109,7.87609483,381.8694063,313.15,0.092282073,-0.092282073,9.23E-05,7463.186515,0.025923591,68.43638587,29036.5
0.033860051,9.279428911,7.866792021,381.8172,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,67.12970729,15542
0.153552128,9.633227563,7.439306181,382.5842445,313.15,0.224000101,-0.224000101,0.000224027,18115.70202,0.020881012,69.40385909,70481.50018
0.033860051,9.261929071,7.886127895,381.7225453,313.15,0.049394658,-0.049394658,4.94E-05,3994.725425,0.033369291,69.50034432,15542
0.037864347,9.617547755,7.479315561,382.6394238,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,68.93781299,17380
0.359078408,9.573451352,7.604803429,382.5576059,313.15,0.523819507,-0.523819507,0.000523882,42363.18667,0.018858911,69.00634062,164819.5
0.037864347,9.641340134,7.431313317,381.7464675,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,69.36132402,17380
0.234925615,9.570204476,7.509208006,379.5901794,313.15,0.342706821,-0.342706821,0.000342748,27715.94574,0.019657305,67.37157594,107832.4998
0.139662357,8.464445081,8.701834417,381.9171352,313.15,0.203737862,-0.203737862,0.000203762,16477.02111,0.021232362,69.48606745,64105.99847
2.139449965,9.589441029,7.562906976,383.0538857,313.15,3.121005326,-3.121005326,0.003121379,252407.0401,0.017601724,67.12053762,982022.4922
0.442090215,9.614926665,7.458491372,382.3480725,313.15,0.644916188,-0.644916188,0.000644993,52156.71531,0.018575236,66.10724858,202922.4998
0.544852267,9.139933155,8.012819393,382.4976251,313.15,0.794824303,-0.794824303,0.00079492,64280.3292,0.018343804,68.08988998,250091
0.745917848,9.448340934,7.764503586,380.4784436,313.15,1.08813649,-1.08813649,0.001088267,88001.55147,0.018075425,69.11558858,342381.5074
0.479954562,9.505255006,7.606907676,382.5776933,313.15,0.700152268,-0.700152268,0.000700236,56623.85776,0.018478431,66.79694873,220302.4998
0.122514474,9.306113073,7.846458511,382.3997842,313.15,0.178722724,-0.178722724,0.000178744,14453.95601,0.021776019,69.46313637,56235
0.485597178,9.558800051,7.519542197,380.0688113,313.15,0.708383652,-0.708383652,0.000708469,57289.5597,0.018465297,69.20457302,222892.5
0.025395038,9.64182169,7.43077656,379.8287969,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,65.55504068,11656.5
0.294180704,9.307544429,7.844819033,382.3152353,313.15,0.429147472,-0.429147472,0.000429199,34706.71524,0.019192189,69.47204133,135030.9998
0.359078408,9.586765041,7.621203507,380.5973164,313.15,0.523819507,-0.523819507,0.000523882,42363.18667,0.018858911,68.77949426,164819.5
0.261958973,9.580588909,7.598661037,382.5628405,313.15,0.382142776,-0.382142776,0.000382189,30905.27473,0.019419009,68.66802787,120241
0.323580038,9.432246618,7.706685182,382.7432862,313.15,0.472034887,-0.472034887,0.000472091,38175.17633,0.019024647,68.83608087,148525.4998
0.294180704,9.136953626,8.01660624,382.0507986,313.15,0.429147472,-0.429147472,0.000429199,34706.71524,0.019192189,68.37837155,135030.9998
0.209094852,9.709472921,7.360023033,382.1334872,313.15,0.305025197,-0.305025197,0.000305062,24668.49592,0.019942567,68.63166555,95975.99905
0.037864347,9.623024864,7.450622846,382.1634366,313.15,0.05523608,-0.05523608,5.52E-05,4467.142446,0.031674997,68.46205397,17380
2.941800488,9.584777469,7.595418157,382.5880536,313.15,4.291465163,-4.291465163,0.004291979,347066.3797,0.017532568,68.33123338,1350306.992
0.062077485,9.480937871,7.669724734,382.2180518,313.15,0.090557931,-0.090557931,9.06E-05,7323.748909,0.026086859,68.56190554,28493.99982
0.237745834,9.703340139,7.36665585,382.7524046,313.15,0.346820925,-0.346820925,0.000346862,28048.66827,0.019629913,67.54998001,109127.0002
0.350613396,8.574258324,8.587517796,382.2062205,313.15,0.511470842,-0.511470842,0.000511532,41364.50532,0.018895385,68.71940626,160934
0.634688573,9.55299956,7.610944372,382.4163156,313.15,0.925876487,-0.925876487,0.000925987,74878.99543,0.018202878,68.66720003,291326.4926
0.376008434,9.592766685,7.481876259,382.3221827,313.15,0.548516835,-0.548516835,0.000548583,44360.54939,0.018790889,69.43424449,172590.5
0.287354011,9.303176654,7.849661253,382.2761159,313.15,0.419188769,-0.419188769,0.000419239,33901.3188,0.019235997,68.57254529,131897.5
0.591181627,9.593474083,7.480714793,382.4929915,313.15,0.862409047,-0.862409047,0.000862512,69746.153,0.018265779,69.48942382,271356.5
0.245028947,9.5811565,7.599443114,382.5539644,313.15,0.357445447,-0.357445447,0.000357488,28907.91202,0.019562092,69.4076059,112470
0.347790999,9.565279526,7.605331819,382.4970269,313.15,0.507353562,-0.507353562,0.000507414,41031.5259,0.018907941,68.59646749,159638.5002
0.088654423,9.488033402,7.661350105,382.5838139,313.15,0.129328066,-0.129328066,0.000129344,10459.23058,0.023467162,66.44017943,40693
0.843037284,9.603701055,7.656714326,381.7164187,313.15,1.229813221,-1.229813221,0.001229961,99459.46341,0.017991643,68.76713516,386960.0074
0.608111652,9.542303505,7.625068585,382.437624,313.15,0.887106376,-0.887106376,0.000887213,71743.51571,0.018240232,69.90388573,279127.5
0.408230165,9.435624011,7.778148563,380.3821475,313.15,0.595521531,-0.595521531,0.000595593,48161.98989,0.018677014,69.19807254,187380.4998
0.237745834,9.660152972,7.429915918,383.0263039,313.15,0.346820925,-0.346820925,0.000346862,28048.66827,0.019629913,69.34762509,109127.0002
0.2083465,9.608589744,7.465624847,382.3307028,313.15,0.303933509,-0.303933509,0.00030397,24580.20718,0.019951886,67.32844356,95632.50018
0.468667153,9.297752929,7.855208141,382.2992207,313.15,0.683686323,-0.683686323,0.000683768,55292.19699,0.018505652,69.42769326,215121.5
0.520639129,9.367859711,7.785314451,381.0263395,313.15,0.759502452,-0.759502452,0.000759593,61423.72273,0.018390108,69.2497842,238977.0002
0.389659642,9.372483529,7.780306428,380.8855636,313.15,0.568431064,-0.568431064,0.000568499,45971.08537,0.018740345,66.91881133,178856.5002
0.444910435,9.573237628,7.635489344,380.4844086,313.15,0.649030292,-0.649030292,0.000649108,52489.43784,0.018567458,66.67879691,204217.0002
0.577074015,9.372930866,7.779780048,381.7116774,313.15,0.841829023,-0.841829023,0.00084193,68081.77166,0.018288211,69.16523532,264881.0074
0.047967679,9.424351397,7.726103984,382.4995806,313.15,0.069974706,-0.069974706,7.00E-05,5659.108724,0.028657367,67.44731645,22017.50018
0.46020214,9.179661619,7.971076312,381.8270534,313.15,0.671337659,-0.671337659,0.000671418,54293.51563,0.018526943,69.41284054,211236
0.249033244,9.368927789,7.784137702,380.5437611,313.15,0.363286869,-0.363286869,0.00036333,29380.32904,0.019526493,69.59328618,114308
0.37883083,9.368168479,7.784969158,381.1686238,313.15,0.552634116,-0.552634116,0.0005527,44693.5288,0.01878014,68.90079861,173885.9998
0.187412178,9.305660616,7.846924612,382.2634369,313.15,0.273394759,-0.273394759,0.000273428,22110.42745,0.020242727,68.98348724,86023.50018
1.086425734,9.370444382,7.782437867,381.6544403,313.15,1.58486553,-1.58486553,0.001585055,128173.8336,0.017847487,69.01343657,498677.0078
1.077960688,9.368232783,7.784739444,381.8354236,313.15,1.572516817,-1.572516817,0.001572705,127175.1483,0.017851408,69.43805359,494791.4926
0.544852267,9.36926164,7.783679714,381.8030441,313.15,0.794824303,-0.794824303,0.00079492,64280.3292,0.018343804,69.06805181,250091
0.259136576,9.478839243,7.67158201,382.2622387,313.15,0.378025496,-0.378025496,0.000378071,30572.29532,0.019441564,69.60240463,118945.5002
0.357440089,9.478688668,7.671744949,382.2613557,313.15,0.521429544,-0.521429544,0.000521492,42169.90175,0.018865835,69.05622054,164067.4998
0.478770485,9.422043486,7.727397423,382.680895,313.15,0.69842495,-0.69842495,0.000698509,56484.16327,0.018481226,69.26631557,219759.0002
0.246210847,9.298776186,7.85471402,382.0389232,313.15,0.359169589,-0.359169589,0.000359213,29047.34963,0.019551464,69.17218267,113012.5002
0.463024537,9.319312898,7.836460283,381.3129501,313.15,0.675454939,-0.675454939,0.000675536,54626.49505,0.018519758,69.12611586,212531.4998
1.401997163,9.386346247,7.76592049,381.97995,313.15,2.045217548,-2.045217548,0.002045463,165404.1739,0.017735096,69.34299155,643526.5
0.249033244,9.379356137,7.773175297,382.0466313,313.15,0.363286869,-0.363286869,0.00036333,29380.32904,0.019526493,69.40396436,114308
0.811997419,9.372828441,7.779860538,382.007367,313.15,1.184532619,-1.184532619,0.001184675,95797.45659,0.018016241,69.34702691,372712.4926
0.025395038,9.613045442,7.484932619,381.9863007,313.15,0.037045993,-0.037045993,3.71E-05,2996.044069,0.038709667,69.4338139,11656.5
0.225276525,9.317819853,7.834024914,382.3753202,313.15,0.328630838,-0.328630838,0.00032867,26577.56989,0.019756211,68.5664187,103403.5002
2.208351983,9.48574677,7.675423549,382.2219988,313.15,3.221518807,-3.221518807,0.003221905,260535.9306,0.017593813,69.28762405,1013649
0.936152423,9.536218363,7.626814222,382.3083568,313.15,1.365648529,-1.365648529,0.001365812,110444.9583,0.017927639,67.23214749,429700.5074
0.12533687,9.365249781,7.787956461,381.9341054,313.15,0.182840004,-0.182840004,0.000182862,14786.93542,0.02167631,69.87630395,57530.49982
0.322395961,9.663237831,7.427949135,383.0594035,313.15,0.470307569,-0.470307569,0.000470364,38035.48183,0.019030805,69.18070283,147982.0002
0.17330455,9.583134312,7.494514509,379.2767968,313.15,0.25281471,-0.25281471,0.000252845,20446.04415,0.020478355,69.14922066,79548
0.382835127,9.640041644,7.432938419,380.2068999,313.15,0.558475538,-0.558475538,0.000558542,45165.94582,0.018765162,67.87633945,175723.9998
0.291358307,9.302078027,7.850929835,382.1243088,313.15,0.425030191,-0.425030191,0.000425081,34373.73582,0.019210052,67.7355636,133735.5
0.439267819,9.12524313,8.028772056,382.4350281,313.15,0.640798908,-0.640798908,0.000640876,51823.7359,0.018583121,67.33440856,201627
0.475950266,9.538933352,7.625940529,382.3966921,313.15,0.694310846,-0.694310846,0.000694394,56151.44074,0.01848794,68.56167744,218464.4998
0.999411808,8.557227604,8.605557061,382.0972159,313.15,1.457930602,-1.457930602,0.001458105,117908.1448,0.017890961,69.34958058,458737.0074
0.12651877,9.590274123,7.617601804,380.4955838,313.15,0.184564146,-0.184564146,0.000184586,14926.37303,0.021635878,68.67705339,58073
0.567424892,9.58492882,7.633867492,380.2664289,313.15,0.827752992,-0.827752992,0.000827852,66943.39189,0.018304197,67.39376105,260451.9926
0.211168897,9.419387224,7.720582114,382.4662422,313.15,0.30805079,-0.30805079,0.000308088,24913.18659,0.019917086,68.01862379,96928
0.605289239,9.583373507,7.491984471,381.6205803,313.15,0.882989071,-0.882989071,0.000883095,71410.53434,0.018244392,69.11343689,277831.9926
0.408230165,9.585286242,7.491294827,380.1719491,313.15,0.595521531,-0.595521531,0.000595593,48161.98989,0.018677014,68.50444027,187380.4998
0.029399334,9.615207124,7.482134576,382.2786516,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,68.6854236,13494.5
0.016930025,9.615908009,7.481249502,382.2445318,313.15,0.024697329,-0.024697329,2.47E-05,1997.362713,0.049390418,68.65304406,7771
0.029399334,9.614016856,7.483565125,382.1207214,313.15,0.042887415,-0.042887415,4.29E-05,3468.46109,0.035800153,69.11223869,13494.5
0.232103218,9.302836274,7.850101921,382.2610609,313.15,0.338589541,-0.338589541,0.00033863,27382.96633,0.019685385,69.1113557,106537
0.706412971,9.862958788,7.181359853,383.1144109,313.15,1.030507224,-1.030507224,0.001030631,83340.8633,0.018116096,69.53089503,324248.4926
0.337687667,9.590610583,7.618762562,380.6846159,313.15,0.492614935,-0.492614935,0.000492674,39839.55962,0.018954609,68.88892324,155001
